code,name,name_clean,name_search,scie,grup,food_category,calories_per_100g,protein_per_100g,carbs_per_100g,fat_per_100g,fiber_per_100g,water,ash,protein_percent,carbs_percent,fat_percent,fasat,fauns,fapu,cholc,ca,fe,mg,p,k,na,zn,vita,vitc,vitd,vite,thia,ribf,nia,vitb6c,folsum,fsugar,protein_density,fiber_density,search_keywords,tags,regn
C011,"Betel leaves, small","betel leaves, small",betel leaves small,Piper betle,Green Leafy Vegetables,Vegetables,183.0,2.62,6.16,0.75,1.97,85.92,2.59,27.5,64.6,7.9,0.238,0.36,0.277,0.0,0.196,0.003,0.09,0.056,0.678,0.014,0.0,0.005,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.43,1.08,betel leaves small vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,4
C012,Brussels sprouts,brussels sprouts,brussels sprouts,Brassica oleracea var. gemmifera,Green Leafy Vegetables,Vegetables,185.0,4.26,5.09,0.5,4.29,84.39,1.47,43.2,51.7,5.1,0.226,0.174,0.085,0.0,0.054,0.002,0.033,0.099,0.639,0.019,0.001,0.0,0.089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,2.3,2.32,brussels sprouts vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,1
C013,"Cabbage, Chinese","cabbage, chinese",cabbage chinese,Brassica rupa,Green Leafy Vegetables,Vegetables,75.0,1.58,2.36,0.13,2.01,93.19,0.73,38.8,58.0,3.2,0.033,0.071,0.055,0.0,0.058,0.0,0.012,0.033,0.258,0.02,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,2.11,2.68,cabbage chinese vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,1
C014,"Cabbage, collard greens","cabbage, collard greens",cabbage collard greens,Brassica oleracea var. Viridis,Green Leafy Vegetables,Vegetables,126.0,3.63,2.79,0.27,2.98,89.53,0.81,54.3,41.7,4.0,0.062,0.154,0.117,0.0,0.17,0.003,0.046,0.055,0.292,0.023,0.0,0.0,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,2.88,2.37,cabbage collard greens vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,1
C015,"Cabbage, green","cabbage, green",cabbage green,Brassica oleracea var. capitata f. alba,Green Leafy Vegetables,Vegetables,90.0,1.36,3.25,0.12,2.76,91.85,0.67,28.8,68.7,2.5,0.047,0.121,0.091,0.0,0.052,0.0,0.018,0.03,0.233,0.015,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.51,3.07,cabbage green vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,6
C016,"Cabbage, violet","cabbage, violet",cabbage violet,Brassica oleracea var. capitata f. rubra,Green Leafy Vegetables,Vegetables,97.0,1.39,3.54,0.21,2.21,91.94,0.71,27.0,68.9,4.1,0.058,0.153,0.112,0.0,0.048,0.0,0.027,0.022,0.201,0.024,0.0,0.0,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.43,2.28,cabbage violet vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,2
C017,Cauliflower leaves,cauliflower leaves,cauliflower leaves,Brassica oleracea var. botrytis,Green Leafy Vegetables,Vegetables,148.0,3.9,3.39,0.42,3.43,87.64,1.22,50.6,44.0,5.4,0.115,0.245,0.224,0.0,0.097,0.002,0.042,0.063,0.374,0.024,0.0,0.0,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,2.64,2.32,cauliflower leaves vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,6
C018,"Colocasia leaves, green","colocasia leaves, green",colocasia leaves green,Colocasia antiquorum,Green Leafy Vegetables,Vegetables,182.0,3.42,3.69,1.38,5.6,83.61,2.3,40.3,43.5,16.3,0.426,0.737,0.689,0.0,0.216,0.003,0.059,0.058,0.404,0.012,0.001,0.006,0.041,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.63,1.88,3.08,colocasia leaves green vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,6
C019,Drumstick leaves,drumstick leaves,drumstick leaves,Moringa oleifera,Green Leafy Vegetables,Vegetables,282.0,6.41,5.62,1.64,8.21,75.65,2.46,46.9,41.1,12.0,0.56,0.77,0.668,0.0,0.314,0.005,0.097,0.109,0.397,0.009,0.001,0.018,0.108,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.02,2.27,2.91,drumstick leaves vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,3
C020,Fenugreek leaves,fenugreek leaves,fenugreek leaves,Trigonella foenum-graecum,Green Leafy Vegetables,Vegetables,144.0,3.68,2.17,0.83,4.9,86.73,1.69,55.1,32.5,12.4,0.199,0.465,0.445,0.0,0.274,0.006,0.064,0.053,0.226,0.047,0.001,0.009,0.058,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.88,2.56,3.4,fenugreek leaves vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,5
C021,Garden cress,garden cress,garden cress,Lepidium sativum,Green Leafy Vegetables,Vegetables,208.0,5.62,4.48,0.8,2.6,84.02,2.48,51.6,41.1,7.3,0.029,0.067,0.059,0.0,0.217,0.006,0.079,0.046,0.379,0.025,0.002,0.0,0.043,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.92,2.7,1.25,garden cress vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,2
C022,"Gogu leaves, green stem","gogu leaves, green stem",gogu leaves green stem,Hibiscus cannabinus,Green Leafy Vegetables,Vegetables,152.0,1.86,4.06,1.09,4.59,87.42,0.98,26.5,57.9,15.5,0.245,0.624,0.584,0.0,0.145,0.008,0.083,0.042,0.26,0.012,0.001,0.005,0.03,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.01,1.22,3.02,gogu leaves green stem vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,4
C023,"Gogu leaves, red stem","gogu leaves, red stem",gogu leaves red stem,Hibiscus cannabinus,Green Leafy Vegetables,Vegetables,153.0,1.85,4.24,1.07,3.89,87.98,0.97,25.8,59.2,14.9,0.243,0.613,0.567,0.0,0.129,0.01,0.076,0.036,0.161,0.014,0.001,0.005,0.035,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.01,1.21,2.54,gogu leaves red stem vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,1
C024,"Knol-Khol, leaves","knol-khol, leaves",knol khol leaves,Brassica oleracea,Green Leafy Vegetables,Vegetables,178.0,3.12,6.16,0.35,2.76,86.2,1.42,32.4,64.0,3.6,0.107,0.173,0.154,0.0,0.368,0.003,0.066,0.055,0.309,0.027,0.0,0.0,0.071,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.1,1.75,1.55,knol khol leaves vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,2
C025,Lettuce,lettuce,lettuce,Lactuca sativa,Green Leafy Vegetables,Vegetables,91.0,1.54,3.01,0.27,1.79,92.27,1.11,32.0,62.4,5.6,0.116,0.23,0.208,0.0,0.057,0.003,0.043,0.044,0.279,0.018,0.001,0.001,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,1.69,1.97,lettuce vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,3
C026,Mustard leaves,mustard leaves,mustard leaves,Brassica juncea,Green Leafy Vegetables,Vegetables,127.0,3.52,2.41,0.51,3.92,88.17,1.47,54.7,37.4,7.9,0.142,0.351,0.323,0.0,0.191,0.003,0.052,0.072,0.403,0.019,0.001,0.003,0.06,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.04,2.77,3.09,mustard leaves vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,3
C027,Pak Choi leaves,pak choi leaves,pak choi leaves,Brassica rapa var. chinensis,Green Leafy Vegetables,Vegetables,67.0,1.41,1.78,0.25,1.91,93.56,1.1,41.0,51.7,7.3,0.039,0.161,0.138,0.0,0.15,0.004,0.045,0.026,0.25,0.034,0.0,0.002,0.056,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.52,2.1,2.85,pak choi leaves vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,1
C028,Parsley,parsley,parsley,Petroselinum crispum,Green Leafy Vegetables,Vegetables,305.0,5.55,9.43,1.14,3.87,77.76,2.25,34.4,58.5,7.1,0.345,0.509,0.476,0.0,0.288,0.006,0.049,0.079,0.466,0.053,0.001,0.003,0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,1.82,1.27,parsley vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,3
C029,Ponnaganni,ponnaganni,ponnaganni,Alternanthera sessilis,Green Leafy Vegetables,Vegetables,213.0,5.29,5.17,0.71,6.74,79.43,2.65,47.4,46.3,6.4,0.204,0.283,0.25,0.0,0.388,0.004,0.08,0.058,0.457,0.039,0.001,0.005,0.103,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.44,2.48,3.16,ponnaganni vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,2
C030,"Pumpkin leaves, tender","pumpkin leaves, tender",pumpkin leaves tender,Cucurbit maxima,Green Leafy Vegetables,Vegetables,185.0,4.21,4.75,0.74,2.25,85.82,2.24,43.4,49.0,7.6,0.267,0.331,0.313,0.0,0.271,0.006,0.084,0.065,0.423,0.012,0.001,0.001,0.012,0.0,0.002,0.0,0.0,0.001,0.0,0.0,0.1,2.28,1.22,pumpkin leaves tender vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,6
C031,Radish leaves,radish leaves,radish leaves,Raphanus sativus,Green Leafy Vegetables,Vegetables,109.0,2.22,2.77,0.51,1.82,91.19,1.5,40.4,50.4,9.3,0.147,0.275,0.248,0.0,0.234,0.004,0.058,0.05,0.304,0.017,0.0,0.003,0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,2.04,1.67,radish leaves vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,6
C032,Rumex leaves,rumex leaves,rumex leaves,Rumex patientia,Green Leafy Vegetables,Vegetables,82.0,1.62,2.33,0.33,1.27,93.18,1.27,37.9,54.4,7.7,0.061,0.207,0.188,0.0,0.131,0.004,0.048,0.032,0.336,0.02,0.0,0.003,0.054,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.45,1.98,1.55,rumex leaves vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,2
C033,Spinach,spinach,spinach,Spinacia oleracea,Green Leafy Vegetables,Vegetables,102.0,2.14,2.05,0.64,2.38,90.31,2.47,44.3,42.4,13.3,0.183,0.338,0.295,0.0,0.082,0.003,0.087,0.033,0.625,0.043,0.0,0.003,0.03,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.24,2.1,2.33,spinach vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,6
C034,"Tamarind leaves, tender","tamarind leaves, tender",tamarind leaves tender,Tamaridus indica,Green Leafy Vegetables,Vegetables,299.0,5.84,10.04,0.49,10.7,71.69,1.25,35.7,61.3,3.0,0.176,0.348,0.306,0.0,0.067,0.003,0.042,0.087,0.465,0.013,0.001,0.0,0.028,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.17,1.95,3.58,tamarind leaves tender vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,3
D001,Ash gourd,ash gourd,ash gourd,Benincasa hispida,Other Vegetables,Vegetables,73.0,0.79,2.84,0.14,3.37,92.17,0.7,21.0,75.3,3.7,0.025,0.084,0.076,0.0,0.019,0.0,0.02,0.029,0.372,0.001,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,1.08,4.62,ash gourd vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,6
D002,"Bamboo shoot, tender","bamboo shoot, tender",bamboo shoot tender,Bambusa vulgaris,Other Vegetables,Vegetables,68.0,1.33,1.67,0.35,1.55,94.56,0.55,39.7,49.9,10.4,0.041,0.059,0.051,0.0,0.01,0.0,0.008,0.04,0.422,0.001,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,1.96,2.28,bamboo shoot tender vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,1
D003,"Bean scarlet, tender","bean scarlet, tender",bean scarlet tender,Phaseolus coccineus,Other Vegetables,Vegetables,179.0,2.86,5.16,0.99,4.5,85.51,0.96,31.7,57.3,11.0,0.266,0.476,0.429,0.0,0.043,0.001,0.044,0.062,0.164,0.001,0.001,0.0,0.007,0.0,0.0,0.0,0.0,0.001,0.0,0.0,1.03,1.6,2.51,bean scarlet tender vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,5
D004,"Bitter gourd, jagged, teeth ridges, elongate","bitter gourd, jagged, teeth ridges, elongate",bitter gourd jagged teeth ridges elongate,Momordica charantia,Other Vegetables,Vegetables,87.0,1.44,2.82,0.24,3.78,90.87,0.86,32.0,62.7,5.3,0.144,0.049,0.041,0.0,0.021,0.001,0.032,0.045,0.326,0.013,0.0,0.0,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1.66,4.34,bitter gourd jagged teeth ridges elongate vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,6
D005,"Bitter gourd, jagged, teeth ridges, short","bitter gourd, jagged, teeth ridges, short",bitter gourd jagged teeth ridges short,Momordica charantia,Other Vegetables,Vegetables,79.0,1.34,2.53,0.24,3.49,91.6,0.81,32.6,61.6,5.8,0.139,0.063,0.055,0.0,0.016,0.001,0.032,0.04,0.282,0.013,0.0,0.0,0.051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,1.7,4.42,bitter gourd jagged teeth ridges short vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,4
D006,"Bitter gourd, jagged, smooth ridges, elongate","bitter gourd, jagged, smooth ridges, elongate",bitter gourd jagged smooth ridges elongate,Momordica charantia,Other Vegetables,Vegetables,81.0,1.61,2.29,0.26,3.72,91.24,0.88,38.7,55.0,6.2,0.142,0.066,0.059,0.0,0.018,0.001,0.033,0.045,0.356,0.011,0.0,0.0,0.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,1.99,4.59,bitter gourd jagged smooth ridges elongate vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,1
D007,"Bottle gourd, elongate, pale green","bottle gourd, elongate, pale green",bottle gourd elongate pale green,Lagenaria vulgaris,Other Vegetables,Vegetables,46.0,0.53,1.68,0.13,2.12,95.17,0.36,22.6,71.8,5.6,0.041,0.068,0.065,0.0,0.015,0.0,0.011,0.016,0.124,0.001,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,1.15,4.61,bottle gourd elongate pale green vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,6
D008,"Bottle gourd, round, pale green","bottle gourd, round, pale green",bottle gourd round pale green,Lagenaria vulgaris,Other Vegetables,Vegetables,57.0,0.42,2.53,0.12,2.1,94.5,0.34,13.7,82.4,3.9,0.041,0.067,0.063,0.0,0.015,0.0,0.011,0.017,0.116,0.002,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.74,3.68,bottle gourd round pale green vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,5
D009,"Bottle gourd, elongate, dark green","bottle gourd, elongate, dark green",bottle gourd elongate dark green,Lagenaria vulgaris,Other Vegetables,Vegetables,54.0,0.49,2.25,0.13,2.11,94.63,0.4,17.1,78.4,4.5,0.042,0.062,0.053,0.0,0.017,0.0,0.013,0.027,0.171,0.001,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.91,3.91,bottle gourd elongate dark green vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,1
D010,Brinjal 1,brinjal 1,brinjal 1,Solanum melongena,Other Vegetables,Vegetables,114.0,1.77,3.49,0.39,3.57,89.95,0.83,31.3,61.8,6.9,0.095,0.238,0.21,0.0,0.022,0.0,0.027,0.04,0.302,0.003,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.88,1.55,3.13,brinjal 1 vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,1
D011,Brinjal 2,brinjal 2,brinjal 2,Solanum melongena,Other Vegetables,Vegetables,99.0,1.82,2.71,0.34,4.01,90.28,0.85,37.4,55.6,7.0,0.088,0.184,0.167,0.0,0.017,0.0,0.03,0.045,0.206,0.004,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.98,1.84,4.05,brinjal 2 vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,1
D012,Brinjal 3,brinjal 3,brinjal 3,Solanum melongena,Other Vegetables,Vegetables,102.0,1.36,3.38,0.33,4.26,90.02,0.65,26.8,66.7,6.5,0.072,0.192,0.171,0.0,0.015,0.0,0.019,0.028,0.192,0.003,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.93,1.33,4.18,brinjal 3 vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,2
D013,Brinjal 4,brinjal 4,brinjal 4,Solanum melongena,Other Vegetables,Vegetables,100.0,1.51,3.19,0.31,4.04,90.28,0.66,30.1,63.7,6.2,0.067,0.183,0.158,0.0,0.013,0.0,0.021,0.032,0.268,0.003,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.86,1.51,4.04,brinjal 4 vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,4
D014,Brinjal 5,brinjal 5,brinjal 5,Solanum melongena,Other Vegetables,Vegetables,111.0,1.38,4.02,0.29,4.13,89.45,0.72,24.3,70.7,5.1,0.069,0.166,0.147,0.0,0.017,0.0,0.025,0.033,0.227,0.004,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,1.24,3.72,brinjal 5 vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,3
D015,Brinjal 6,brinjal 6,brinjal 6,Solanum melongena,Other Vegetables,Vegetables,97.0,1.46,3.29,0.29,3.68,90.57,0.72,29.0,65.3,5.8,0.071,0.161,0.144,0.0,0.017,0.0,0.019,0.03,0.289,0.004,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.0,1.0,1.51,3.79,brinjal 6 vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,2
D016,Brinjal 7,brinjal 7,brinjal 7,Solanum melongena,Other Vegetables,Vegetables,98.0,1.4,3.1,0.37,3.32,91.25,0.57,28.7,63.7,7.6,0.072,0.176,0.153,0.0,0.02,0.0,0.015,0.03,0.238,0.003,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,1.43,3.39,brinjal 7 vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,1
D017,Brinjal 8,brinjal 8,brinjal 8,Solanum melongena,Other Vegetables,Vegetables,117.0,1.82,3.75,0.33,4.01,89.28,0.8,30.8,63.6,5.6,0.068,0.184,0.159,0.0,0.021,0.0,0.027,0.036,0.284,0.005,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.79,1.56,3.43,brinjal 8 vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,3
D018,Brinjal 9,brinjal 9,brinjal 9,Solanum melongena,Other Vegetables,Vegetables,106.0,1.47,3.52,0.35,4.0,89.83,0.83,27.5,65.9,6.6,0.08,0.195,0.17,0.0,0.019,0.0,0.026,0.036,0.224,0.003,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.91,1.39,3.77,brinjal 9 vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,2
D019,Brinjal 10,brinjal 10,brinjal 10,Solanum melongena,Other Vegetables,Vegetables,116.0,1.68,4.08,0.25,3.9,89.38,0.72,28.0,67.9,4.2,0.066,0.154,0.132,0.0,0.016,0.0,0.022,0.037,0.252,0.004,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,1.45,3.36,brinjal 10 vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,2
D020,Brinjal 11,brinjal 11,brinjal 11,Solanum melongena,Other Vegetables,Vegetables,105.0,1.43,3.53,0.31,4.12,89.93,0.68,27.1,67.0,5.9,0.068,0.162,0.14,0.0,0.016,0.0,0.021,0.033,0.26,0.003,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.001,0.0,0.0,1.05,1.36,3.92,brinjal 11 vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,6
D021,Brinjal 12,brinjal 12,brinjal 12,Solanum melongena,Other Vegetables,Vegetables,93.0,1.6,2.73,0.27,3.89,90.94,0.58,34.8,59.3,5.9,0.069,0.147,0.13,0.0,0.02,0.0,0.019,0.038,0.259,0.004,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,1.72,4.18,brinjal 12 vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,2
D022,Brinjal 13,brinjal 13,brinjal 13,Solanum melongena,Other Vegetables,Vegetables,124.0,1.49,4.51,0.31,3.92,89.14,0.64,23.6,71.5,4.9,0.083,0.165,0.15,0.0,0.019,0.0,0.018,0.027,0.26,0.003,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.0,1.15,1.2,3.16,brinjal 13 vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,1
D023,Brinjal 14,brinjal 14,brinjal 14,Solanum melongena,Other Vegetables,Vegetables,106.0,1.56,3.27,0.35,3.87,90.31,0.64,30.1,63.1,6.8,0.059,0.142,0.125,0.0,0.014,0.0,0.019,0.03,0.246,0.004,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,1.47,3.65,brinjal 14 vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,3
D024,Brinjal 15,brinjal 15,brinjal 15,Solanum melongena,Other Vegetables,Vegetables,114.0,1.58,3.96,0.29,3.99,89.44,0.74,27.1,67.9,5.0,0.067,0.175,0.15,0.0,0.018,0.0,0.022,0.03,0.215,0.003,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.82,1.39,3.5,brinjal 15 vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,4
D025,Brinjal 16,brinjal 16,brinjal 16,Solanum melongena,Other Vegetables,Vegetables,103.0,1.26,3.46,0.34,3.74,90.39,0.8,24.9,68.4,6.7,0.084,0.188,0.166,0.0,0.018,0.0,0.017,0.03,0.294,0.003,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,1.22,3.63,brinjal 16 vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,1
D026,Brinjal 17,brinjal 17,brinjal 17,Solanum melongena,Other Vegetables,Vegetables,91.0,1.18,2.89,0.36,3.94,90.83,0.81,26.6,65.2,8.1,0.081,0.207,0.179,0.0,0.021,0.0,0.023,0.036,0.233,0.003,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.85,1.3,4.33,brinjal 17 vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,1
D027,Brinjal 18,brinjal 18,brinjal 18,Solanum melongena,Other Vegetables,Vegetables,116.0,1.47,4.1,0.33,4.38,89.07,0.66,24.9,69.5,5.6,0.069,0.154,0.133,0.0,0.016,0.0,0.015,0.028,0.208,0.004,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.001,0.0,0.0,1.44,1.27,3.78,brinjal 18 vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,3
D028,Brinjal 19,brinjal 19,brinjal 19,Solanum melongena,Other Vegetables,Vegetables,100.0,1.26,3.39,0.31,3.97,90.41,0.66,25.4,68.3,6.2,0.059,0.142,0.124,0.0,0.016,0.0,0.018,0.03,0.243,0.003,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.96,1.26,3.97,brinjal 19 vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,3
D029,Brinjal 20,brinjal 20,brinjal 20,Solanum melongena,Other Vegetables,Vegetables,99.0,1.44,3.15,0.34,3.73,90.65,0.68,29.2,63.9,6.9,0.08,0.187,0.167,0.0,0.014,0.0,0.019,0.031,0.239,0.004,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.76,1.45,3.77,brinjal 20 vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,5
D030,Brinjal 21,brinjal 21,brinjal 21,Solanum melongena,Other Vegetables,Vegetables,113.0,1.36,3.93,0.35,3.85,89.83,0.69,24.1,69.7,6.2,0.088,0.196,0.17,0.0,0.015,0.0,0.017,0.035,0.252,0.003,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.93,1.2,3.41,brinjal 21 vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,2
D031,Brinjal - all varieties,brinjal - all varieties,brinjal all varieties,Solanum melongena,Other Vegetables,Vegetables,106.0,1.48,3.52,0.32,3.98,90.0,0.7,27.8,66.2,6.0,0.071,0.17,0.149,0.0,0.017,0.0,0.021,0.033,0.247,0.004,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.97,1.4,3.75,brinjal all varieties vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,6
D032,Broad beans,broad beans,broad beans,Vicia faba,Other Vegetables,Vegetables,123.0,3.85,2.11,0.15,8.63,84.2,1.05,63.0,34.5,2.5,0.043,0.073,0.065,0.0,0.064,0.001,0.04,0.068,0.362,0.021,0.001,0.0,0.011,0.0,0.0,0.0,0.0,0.001,0.0,0.0,1.22,3.13,7.02,broad beans vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,3
D033,"Capsicum, green","capsicum, green",capsicum green,Capsicum annuum,Other Vegetables,Vegetables,68.0,1.11,1.84,0.34,2.06,93.89,0.76,33.7,55.9,10.3,0.077,0.185,0.172,0.0,0.015,0.0,0.012,0.023,0.154,0.002,0.0,0.0,0.123,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.86,1.63,3.03,capsicum green vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,6
D034,"Capsicum, red","capsicum, red",capsicum red,Capsicum annuum,Other Vegetables,Vegetables,83.0,1.47,2.14,0.47,2.19,92.99,0.76,36.0,52.5,11.5,0.086,0.265,0.217,0.0,0.016,0.0,0.02,0.031,0.224,0.002,0.0,0.0,0.112,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.93,1.77,2.64,capsicum red vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,4
D035,"Capsicum, yellow","capsicum, yellow",capsicum yellow,Capsicum annuum,Other Vegetables,Vegetables,78.0,1.35,1.95,0.41,2.19,93.38,0.72,36.4,52.6,11.1,0.102,0.257,0.201,0.0,0.019,0.001,0.017,0.043,0.242,0.002,0.0,0.0,0.127,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.97,1.73,2.81,capsicum yellow vegetarian eggetarian fishetarian veg,vegetarian eggetarian fishetarian veg,4
